3200 10.944 1.
3201 10.946 1.
3202 10.949 1.
3203 10.946 1.
3204 10.939 1.
3205 10.923 1.
3206 10.908 1.
3207 10.892 1.
3208 10.876 1.
3209 10.864 1.
3210 10.852 1.
3211 10.845 1.
3212 10.842 1.
3213 10.843 1.
3214 10.847 1.
3215 10.852 1.
3216 10.859 1.
3217 10.861 1.
3218 10.864 1.
3219 10.866 1.
3220 10.864 1.
3221 10.861 1.
3222 10.859 1.
3223 10.854 1.
3224 10.850 1.
3225 10.843 1.
3226 10.838 1.
3227 10.835 1.
3228 10.833 1.
3229 10.831 1.
3230 10.828 1.
3231 10.824 1.
3232 10.824 1.
3233 10.828 1.
3234 10.835 1.
3235 10.843 1.
3236 10.850 1.
3237 10.861 1.
3238 10.871 1.
3239 10.878 1.
3240 10.885 1.
3241 10.890 1.
3242 10.894 1.
3243 10.897 1.
3244 10.899 1.
3245 10.901 1.
3246 10.899 1.
3247 10.901 1.
3248 10.904 1.
3249 10.909 1.
3250 10.918 1.
3251 10.925 1.
3252 10.927 1.
3253 10.932 1.
3254 10.935 1.
3255 10.939 1.
3256 10.944 1.
3257 10.946 1.
3258 10.953 1.
3259 10.960 1.
3260 10.963 1.
3261 10.963 1.
3262 10.963 1.
3263 10.960 1.
3264 10.960 1.
3265 10.960 1.
3266 10.963 1.
3267 10.960 1.
3268 10.960 1.
3269 10.956 1.
3270 10.953 1.
3271 10.946 1.
3272 10.942 1.
3273 10.939 1.
3274 10.937 1.
3275 10.937 1.
3276 10.937 1.
3277 10.937 1.
3278 10.939 1.
3279 10.942 1.
3280 10.942 1.
3281 10.942 1.
3282 10.942 1.
3283 10.942 1.
3284 10.944 1.
3285 10.944 1.
3286 10.946 1.
3287 10.951 1.
3288 10.958 1.
3289 10.968 1.
3290 10.977 1.
3291 10.982 1.
3292 10.986 1.
3293 10.991 1.
3294 10.994 1.
3295 10.993 1.
3296 10.991 1.
3297 10.989 1.
3298 10.986 1.
3299 10.984 1.
3300 10.982 1.
3301 10.979 1.
3302 10.979 1.
3303 10.979 1.
3304 10.979 1.
3305 10.979 1.
3306 10.982 1.
3307 10.984 1.
3308 10.989 1.
3309 10.994 1.
3310 10.996 1.
3311 10.998 1.
3312 10.996 1.
3313 10.993 1.
3314 10.989 1.
3315 10.986 1.
3316 10.984 1.
3317 10.984 1.
3318 10.984 1.
3319 10.986 1.
3320 10.989 1.
3321 10.986 1.
3322 10.986 1.
3323 10.986 1.
3324 10.986 1.
3325 10.993 1.
3326 11.001 1.
3327 11.005 1.
3328 11.010 1.
3329 11.012 1.
3330 11.012 1.
3331 11.008 1.
3332 11.003 1.
3333 10.998 1.
3334 10.989 1.
3335 10.984 1.
3336 10.984 1.
3337 10.984 1.
3338 10.984 1.
3339 10.986 1.
3340 10.986 1.
3341 10.984 1.
3342 10.984 1.
3343 10.982 1.
3344 10.979 1.
3345 10.979 1.
3346 10.979 1.
3347 10.982 1.
3348 10.986 1.
3349 10.996 1.
3350 11.005 1.
3351 11.012 1.
3352 11.017 1.
3353 11.015 1.
3354 11.012 1.
3355 11.007 1.
3356 11.001 1.
3357 10.996 1.
3358 10.994 1.
3359 10.991 1.
3360 10.991 1.
3361 10.989 1.
3362 10.984 1.
3363 10.979 1.
3364 10.975 1.
3365 10.972 1.
3366 10.972 1.
3367 10.970 1.
3368 10.970 1.
3369 10.970 1.
3370 10.970 1.
3371 10.972 1.
3372 10.975 1.
3373 10.977 1.
3374 10.979 1.
3375 10.982 1.
3376 10.982 1.
3377 10.979 1.
3378 10.979 1.
3379 10.982 1.
3380 10.984 1.
3381 10.989 1.
3382 10.994 1.
3383 10.996 1.
3384 10.998 1.
3385 11.000 1.
3386 11.001 1.
3387 11.003 1.
3388 11.005 1.
3389 11.008 1.
3390 11.012 1.
3391 11.015 1.
3392 11.019 1.
3393 11.024 1.
3394 11.031 1.
3395 11.038 1.
3396 11.038 1.
3397 11.040 1.
3398 11.036 1.
3399 11.031 1.
3400 11.024 1.
3401 11.015 1.
3402 11.010 1.
3403 11.008 1.
3404 11.005 1.
3405 11.003 1.
3406 11.001 1.
3407 11.005 1.
3408 11.008 1.
3409 11.012 1.
3410 11.015 1.
3411 11.019 1.
3412 11.024 1.
3413 11.031 1.
3414 11.038 1.
3415 11.041 1.
3416 11.041 1.
3417 11.043 1.
3418 11.043 1.
3419 11.043 1.
3420 11.043 1.
3421 11.045 1.
3422 11.050 1.
3423 11.052 1.
3424 11.055 1.
3425 11.057 1.
3426 11.060 1.
3427 11.062 1.
3428 11.067 1.
3429 11.071 1.
3430 11.074 1.
3431 11.076 1.
3432 11.071 1.
3433 11.064 1.
3434 11.055 1.
3435 11.045 1.
